submitted_on,district,community,people_using,photo_water_point,latitude,longitude,depth,currently_submerged,likely_submerged,functional_status,water_pump_possible,problems_reported,water_quality_problems,civil_works_problems,photo_civil_works,pump_problems,photo_pump_problems,pump_operational_feel,time_to_pump_20l,strokes_to_yield,sediment_presence,water_quality_tests,electrical_conductivity,conductivity_units,total_dissolved_solids,ph,temperature_c,turbidity_tube,turbidity_tube_units,turbidity_electronic_ntu,comments,microbiological_test,test_method,sample_type,sample_date,color_change_mpn,color_change_upper95,color_change_health,color_change_image
4/12/2019,Nsanje,Mphamba camp,608,https://api.mwater.co/v3/images/3ae30036cffb401b9e8015e1fb866959; https://api.mwater.co/v3/images/a06e1c63e7f8447493d008eb61d43c43,-16.6840173,35.227198,40,No,No,Not functional,NA,"Damage or problem with pump, Damage to civil works - platform, well head, riser etc",NA,"Platform cracked or damaged , Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/1f01831b562a44e19fefd8863d1c2631,"Damage to pump head or handle, Missing pump head",https://api.mwater.co/v3/images/dd1b3a9195aa4ffe87bd76fe4b5d6448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The borehole is not working as such no tests were conducted.,NA,NA,NA,NA,NA,NA,NA,NA
4/12/2019,Nsanje,Ngoza primary school,3660,https://api.mwater.co/v3/images/ecab67a7f985449397adb82d1dbde512; https://api.mwater.co/v3/images/4b57aaf2eb954a0d811b24b635236506,-16.75514412,35.283879,18,Yes,NA,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc",NA,Platform cracked or damaged ,https://api.mwater.co/v3/images/20db4f59bdeb426ba907ee53f1c8dfcb,NA,NA,"Significant friction (very stiff) on down stroke, Significant friction (very stiff) on up stroke, Significant sideways movement on handle (loose/wobbly)",92.8,7,Absent,"Electrical conductivity (EC), Total dissolved solids (TDS), pH, Temperature, Turbidity (by Turbidity Tube), Turbidity (by electronic turbidimeter)",2553,μS / cm,1.16,7.8,30.3,5,JTU,NA,Water is good for human consumption,Don't know,NA,NA,NA,NA,NA,NA,NA
4/12/2019,Nsanje,Mpepe camp,3204,https://api.mwater.co/v3/images/c4f7bd858d49403a97da604e8db5ce4b; https://api.mwater.co/v3/images/df4fc4cfeb1c489fbe175f95c73e23a4; https://api.mwater.co/v3/images/43b3d96b319e461bbdb5effb1422b1f2,-16.72376538,35.215716,32,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc",NA,"Platform cracked or damaged , Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/5f03c2c5076848759d15ffc445dca067,NA,NA,"Significant friction (very stiff) on down stroke, Significant friction (very stiff) at all times",48.37,1,Absent,"Electrical conductivity (EC), pH, Temperature, Turbidity (by Turbidity Tube)",1056,μS / cm,NA,7.4,32.9,5,JTU,NA,They didn't have many problems they just need mantainance to the bolehole ,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/11/2019,100,9435.1,unsafe,https://api.mwater.co/v3/images/46772d5ed7c74418972d7a60e08e12bc
4/12/2019,Nsanje,Mpepe camp,321,https://api.mwater.co/v3/images/512667e88f6949b09403d42700152beb; https://api.mwater.co/v3/images/4c2664c2f91341138a4c53cc6cb420f0; https://api.mwater.co/v3/images/7dd22755491845b18b106953c7096ef8,-16.72452685,35.213549,30,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc",NA,"Platform cracked or damaged , Faulty drainage , Drainage channel cracked, broken, or in need of cleaning, Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/b5a456101afb48ab874520acf2ba1133,NA,NA,Significant friction (very stiff) on down stroke,88.001,4,Absent,"Electrical conductivity (EC), pH, Temperature, Turbidity (by Turbidity Tube)",1034,μS / cm,NA,7.4,33.7,5,JTU,NA,Happy that the rehabilitation was done ,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/11/2019,100,9435.1,unsafe,https://api.mwater.co/v3/images/a883d88da9234974944607f67b43f3ae
4/12/2019,Nsanje,Mphamba camp,NA,https://api.mwater.co/v3/images/318b620c915c4f6ea76b341b3b6513b6; https://api.mwater.co/v3/images/abe9ff1617e9454ab95133c3668fb56d,-16.6869406,35.22227,50,No,No,Partially functional but in need of repair,Yes ,No problems ,NA,NA,NA,NA,NA,"Significant friction (very stiff) on down stroke, Can only be moved with extreme force",68.45,2,Absent,"Electrical conductivity (EC), pH, Temperature, Turbidity (by Turbidity Tube)",2355,μS / cm,NA,7.2,32,5,JTU,NA,They said their bolehole is OK just need mantainance ,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/11/2019,0,2.87,safe,https://api.mwater.co/v3/images/a48d57c5092249a3bc5722d6908de139
4/13/2019,Nsanje,Kalumbi,959,https://api.mwater.co/v3/images/e779fbc1486d422d8a3988068e950fa5,-16.8198738,35.290443,25,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc",NA,"Fence/barrier is missing or damaged, Other",https://api.mwater.co/v3/images/a52bd68bfd24403facd77e4257adf6c8,NA,NA,"Significant friction (very stiff) on down stroke, Significant sideways movement on handle (loose/wobbly)",77.511,1,Absent,"Electrical conductivity (EC), Temperature, pH, Turbidity (by Turbidity Tube)",921,μS / cm,NA,7.4,31,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),NA,4/12/2019,0,2.87,safe,https://api.mwater.co/v3/images/376d38a8296c422ca0b2644774b2b413
4/13/2019,Nsanje,Chingwe villange,1500,https://api.mwater.co/v3/images/4adc44eeeb4f4f4e84a9ff083f63df28; https://api.mwater.co/v3/images/84c76fd5a2b44d18996e8866ab24a507; https://api.mwater.co/v3/images/af5b2319f41549328b10442aa23b9f11,-16.8928529,35.267564,NA,No,No,Partially functional but in need of repair,Yes ,"Water quality, No problems ",NA,NA,NA,NA,NA,"Normal/satisfactory , Very light",83.352,2,Absent,"Turbidity (by Turbidity Tube), pH, Electrical conductivity (EC), Temperature, Turbidity (by electronic turbidimeter), Settleable solids (by Imhoff cone), Microbiological or fecal indicator test",1776,μS / cm,NA,7.1,33.1,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/12/2019,0,2.87,safe,https://api.mwater.co/v3/images/a17c27a864d8459bad598320cee2670f
4/13/2019,Nsanje,Ndenguma near the market,1500,https://api.mwater.co/v3/images/4841121dbb8349a3b2bdfd5cc0cc8296; https://api.mwater.co/v3/images/0a82f4ebcd524778a21feeedf28d60ea,-16.930161,35.257803,24,No,No,Partially functional but in need of repair,Yes ,"Water quality, No problems ",NA,NA,NA,NA,NA,"Very light, Normal/satisfactory , Significant friction (very stiff) at all times, Significant sideways movement on handle (loose/wobbly)",68.721,2,Absent,"Turbidity (by Turbidity Tube), pH, Electrical conductivity (EC), Temperature, Turbidity (by electronic turbidimeter), Settleable solids (by Imhoff cone), Microbiological or fecal indicator test",1193,μS / cm,NA,7.3,36.1,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/12/2019,2.6,8.51,probably_safe,https://api.mwater.co/v3/images/0c0eb4383bd54199833a53387e8cc8c0
4/15/2019,Nsanje,Arabaska church,1750,https://api.mwater.co/v3/images/07234fb146bf4efdbc635eb085886c32; https://api.mwater.co/v3/images/c8725230ce2648388c8db42e3962d603,-16.75655954,35.28166,21,Yes,NA,Partially functional but in need of repair,Yes ,Damage or problem with pump,NA,NA,NA,Pump loose at the point of attachment,https://api.mwater.co/v3/images/e3dda49a1b914adaa1c4b5b212393321,"Significant friction (very stiff) on down stroke, Significant friction (very stiff) on up stroke",51.94,4,Absent,"Electrical conductivity (EC), Total dissolved solids (TDS), pH, Temperature, Turbidity (by Turbidity Tube), Turbidity (by electronic turbidimeter)",2156,μS / cm,1.11,7.4,32,5,JTU,NA,Good,Hydrogen sulfide (H2S),Aquagenx Compartment Bag Test (CBT),Point of collection,4/12/2019,13.6,83.06,possibly_unsafe,https://api.mwater.co/v3/images/df2687fefbcf457b87266fe467a5a3ce
4/15/2019,Nsanje,Chapangoti village,3100,https://api.mwater.co/v3/images/7d08908eafa24194a2ff3e18772b27c3; https://api.mwater.co/v3/images/d760bb8eccf84e39a0358c9d35586c1f; https://api.mwater.co/v3/images/2fb17980376848c7a22217015cf2a69e,-17.1223056,35.221844,33,No,No,Partially functional but in need of repair,Yes ,Water quality,NA,NA,NA,NA,NA,"Very light, Significant sideways movement on handle (loose/wobbly)",54.681,3,Absent,"Turbidity (by Turbidity Tube), pH, Electrical conductivity (EC), Temperature, Turbidity (by electronic turbidimeter)",1447,μS / cm,NA,7,31.8,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/9/2019,0,2.87,safe,https://api.mwater.co/v3/images/2227293e563b42bb99d72bfdcbb75d03
4/15/2019,Nsanje,Ngala village near Marka comnty ground,1000,https://api.mwater.co/v3/images/9a4187711ac948249aaa12146cf82b42; https://api.mwater.co/v3/images/28d3069c16c748ada8dceb5f99da922f; https://api.mwater.co/v3/images/ee80cde22c5b4aaeab5e296aaca1f789,-17.1250608,35.223914,33,No,No,Partially functional but in need of repair,Yes ,Water quality,NA,NA,NA,NA,NA,"Significant friction (very stiff) on down stroke, Very light, Significant friction (very stiff) on up stroke, Significant sideways movement on handle (loose/wobbly), Can only be moved with extreme force",108.318,6,Absent,"Turbidity (by Turbidity Tube), pH, Electrical conductivity (EC), Temperature, Turbidity (by electronic turbidimeter)",1781,μS / cm,NA,7.3,31.1,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/9/2019,0,2.87,safe,https://api.mwater.co/v3/images/e040d39872f344a3ba991c7cfa08853b
4/15/2019,Nsanje,Nthole,3500,https://api.mwater.co/v3/images/74b906542b42485783758799c45011ea,-16.93226216,35.258582,24,No,Yes,Partially functional but in need of repair,Yes ,Soil erosion or collapse around the water point,NA,NA,NA,NA,NA,Normal/satisfactory ,63.151,2,Absent,"Turbidity (by electronic turbidimeter), pH, Temperature, Electrical conductivity (EC), Microbiological or fecal indicator test",700,μS / cm,NA,7.2,30.4,NA,NA,5,The borehole is diffusing water in between pedestal and head cover,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/11/2019,0,2.87,safe,https://api.mwater.co/v3/images/35d76d7e5e8d4edfbf1bf483c0921868
4/15/2019,Chikwawa,Chilongoma camp,0,https://api.mwater.co/v3/images/54e65ec9121a4328a46299bb1dd33ae5; https://api.mwater.co/v3/images/0a13d9926c064ba8a82d0bfc5ea2af4b,-16.084983,34.831869,NA,No,No,No longer exists or abandoned,NA,"Damage or problem with pump, Damage to civil works - platform, well head, riser etc",NA,"Pedestal cracked or damaged, Fence/barrier is missing or damaged, Other, Platform cracked or damaged ",https://api.mwater.co/v3/images/42a099a5a1de42459319b00d2ae8cb7d,"Missing pump head, Other",https://api.mwater.co/v3/images/c1972b0f5c0448e88606021a8802d0d8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not done because borehole doesn't work. It was abandoned and has no pump head,NA,NA,NA,NA,NA,NA,NA,NA
4/15/2019,Chikwawa,Chilongoma camp in Kapasule village,0,https://api.mwater.co/v3/images/b3055e08f98343bab3da59f6b068ebc0; https://api.mwater.co/v3/images/2de2040ffb5a4c0bb9d3f258e004a9a3; https://api.mwater.co/v3/images/77582fb1b15d470ea142c08111222922,-16.0861567,34.831517,NA,No,No,Not functional,NA,Damage or problem with pump,NA,NA,NA,Damage to pump head or handle,https://api.mwater.co/v3/images/27cbd64766d044ddb057ab84d0f35dad,"Very light, Significant sideways movement on handle (loose/wobbly)",NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,Could not test as no water is coming out,NA,NA,NA,NA,NA,NA,NA,NA
4/16/2019,Chikwawa,Sekeni camp 2,568,https://api.mwater.co/v3/images/c9c231374f6d4eaa9be3bc4fd9570ef4; https://api.mwater.co/v3/images/fdb5426c37134bb49873da28b67a3a7b; https://api.mwater.co/v3/images/9475633218884760b2689db12b1d5c37,-16.2755401,34.87653,NA,Yes,NA,Not functional,NA,The bolehole is not functioning at the moment ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The bolehole is not functioning at the moment need mantainance ,NA,Presence/Absence in 20 mL (e.g. H2S test),NA,NA,NA,NA,NA,NA
4/16/2019,Chikwawa,Sekeni camp,945,https://api.mwater.co/v3/images/0bf1f942569641df9b326243ad3bc8a1; https://api.mwater.co/v3/images/1cc049cdc61c44fd833dfc089e60815a; https://api.mwater.co/v3/images/583da37158d34e7995573840d70c1032,-16.28186194,34.873837,NA,No,No,Not functional,NA,The bolehole is not functioning at the moment ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The bolehole is not functioning at the moment ,NA,Presence/Absence in 20 mL (e.g. H2S test),NA,NA,NA,NA,NA,NA
4/16/2019,Chikwawa,Namicheni camp,6012,https://api.mwater.co/v3/images/7bfb9316602f4e7fbae4ccdaed33d898; https://api.mwater.co/v3/images/beeb0c78e65c44ee82401ddf325ef785,-16.23522089,34.913417,NA,NA,NA,Not functional,NA,The bolehole is not functioning at the moment ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The bolehole is not functioning at the moment ,NA,Presence/Absence in 20 mL (e.g. H2S test),NA,NA,NA,NA,NA,NA
4/16/2019,Balaka,Nandumbu village ,380,https://api.mwater.co/v3/images/4984eb1cb94847d990b32291fec8e90a; https://api.mwater.co/v3/images/2b188e3862b845f48bbe0272e2a6cbba,-14.8542603,35.220707,35,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump",NA,"Platform cracked or damaged , Faulty drainage , Drainage channel cracked, broken, or in need of cleaning",https://api.mwater.co/v3/images/988c2eb2b20d4c3a98ce095c57e149f2,"Damage to pump head or handle, Other",NA,Significant sideways movement on handle (loose/wobbly),88.571,35,Absent,"pH, Temperature",NA,NA,NA,NA,NA,NA,NA,NA,"The water test is salty,",E. coli,Presence/Absence in 20 mL (e.g. H2S test),NA,NA,NA,NA,NA,NA
4/16/2019,Chikwawa,Chilongoma camp in Village Bradman Kapasule,800,https://api.mwater.co/v3/images/e393cd42417e4f46b4669a3d8b863ec7; https://api.mwater.co/v3/images/58314bfb392541b991ddc846fb58eb25,-16.0852563,34.831635,43,No,No,Functional,Yes ,No problems ,NA,NA,NA,NA,NA,"Significant friction (very stiff) on down stroke, Significant sideways movement on handle (loose/wobbly)",67.791,4,Absent,"Electrical conductivity (EC), pH, Temperature, Turbidity (by Turbidity Tube)",2576,μS / cm,NA,7.5,31,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/15/2019,0,2.87,safe,https://api.mwater.co/v3/images/65cc397c370341d4b2f6ae79bcd2f2a9
4/17/2019,Chikwawa,Bereu primary school,3700,https://api.mwater.co/v3/images/fa3e26d0c4114ed48031ae2a3651fdbd; https://api.mwater.co/v3/images/5dd14d28fcc741c199df1bce89daf89d,-16.15336283,34.851961,15,NA,NA,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc",NA,"Platform cracked or damaged , Drainage channel cracked, broken, or in need of cleaning",https://api.mwater.co/v3/images/a0f7332eea864422bff347af5d90980f,NA,NA,"Significant friction (very stiff) on down stroke, Significant friction (very stiff) on up stroke, Significant sideways movement on handle (loose/wobbly), Can only be moved with extreme force",51.74,5,Absent,"Electrical conductivity (EC), Total dissolved solids (TDS), pH, Temperature, Turbidity (by Turbidity Tube), Turbidity (by electronic turbidimeter)",1063,μS / cm,1.11,7.6,32.1,5,JTU,NA,Good,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/15/2019,0,2.87,safe,https://api.mwater.co/v3/images/ba4ee2936af74dbcb4dd4de4f61231f7
4/17/2019,Chikwawa,Bereu health centre,4320,https://api.mwater.co/v3/images/bbca7cc37dcc419db1c8327e9b063601; https://api.mwater.co/v3/images/8f039314f9e54d10857b379df5c0a1f9,-16.15159045,34.854094,36,NA,NA,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump",NA,"Faulty drainage , Drainage channel cracked, broken, or in need of cleaning, Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/2892823391ea44eeae7c4ae2bf57b072,"Pump loose at the point of attachment, Damage to pump head or handle",https://api.mwater.co/v3/images/44765972fbbb40c6a97041725fd62443,"Significant friction (very stiff) on down stroke, Significant friction (very stiff) on up stroke",59.8,6,Absent,"Electrical conductivity (EC), Total dissolved solids (TDS), pH, Temperature, Turbidity (by Turbidity Tube), Turbidity (by electronic turbidimeter)",1081,μS / cm,0.64,7.8,33.1,5,JTU,NA,Good,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/15/2019,100,9435.1,unsafe,https://api.mwater.co/v3/images/249423fe1d52447e9d45846d0803c4ea
4/17/2019,Chikwawa,Thomus Osman village,1250,https://api.mwater.co/v3/images/bd9eda748c38481fb43c3ecac1e0daa3; https://api.mwater.co/v3/images/1c545de9151e40c3baf440b958fdc0e4,-16.150518,34.870797,45,Yes,NA,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc",NA,Platform cracked or damaged ,https://api.mwater.co/v3/images/4d0bf70fe8a04ca998d87a1a908f9c00,NA,NA,Significant friction (very stiff) on down stroke,74.59,5,Absent,"Electrical conductivity (EC), Total dissolved solids (TDS), pH, Temperature, Turbidity (by Turbidity Tube), Turbidity (by electronic turbidimeter)",1096,μS / cm,0.56,7.6,33.1,5,JTU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/17/2019,Nsanje,Near nantchengwe 2881,2881,https://api.mwater.co/v3/images/63e554f4ad274b6580e7b1f3961f093f,-16.15497297,34.88108,21,Yes,NA,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point",NA,Platform cracked or damaged ,https://api.mwater.co/v3/images/95b1ee057cfb42a8b04cb8625925d3b4,NA,NA,"Significant friction (very stiff) on down stroke, Significant friction (very stiff) on up stroke, Significant sideways movement on handle (loose/wobbly)",97.771,8,Absent,"Electrical conductivity (EC), Total dissolved solids (TDS), pH, Temperature, Turbidity (by Turbidity Tube), Turbidity (by electronic turbidimeter)",952,μS / cm,0.46,7.4,35.4,5,JTU,NA,Good,E. coli,Aquagenx Compartment Bag Test (CBT),NA,4/16/2019,48.3,351.91,probably_unsafe,https://api.mwater.co/v3/images/7d581822b31c495b96544dde4ece1301
