submitted_on,district,community,people_using,photo_water_point,latitude,longitude,depth,currently_submerged,likely_submerged,functional_status,water_pump_possible,problems_reported,water_quality_problems,civil_works_problems,photo_civil_works,pump_problems,photo_pump_problems,pump_operational_feel,time_to_pump_20l,strokes_to_yield,sediment_presence,water_quality_tests,electrical_conductivity,conductivity_units,total_dissolved_solids,ph,temperature_c,turbidity_tube,turbidity_tube_units,turbidity_electronic_ntu,comments,microbiological_test,test_method,sample_type,sample_date,color_change_mpn,color_change_upper95,color_change_health,color_change_image
5/1/2019,Zomba,"Ngwerero village, near STA's house",300,https://api.mwater.co/v3/images/5b6ede1f7ec44b77ba5a0f510db88426; https://api.mwater.co/v3/images/5b19635c19724816b96187424c81225a; https://api.mwater.co/v3/images/d22b34e1e19e48408a86c0d5255e133f,-15.6647093,35.408854,46,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc, No problems ",NA,"Platform cracked or damaged , Drainage channel cracked, broken, or in need of cleaning, Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/120afa3bdec64526bf4dd996191ef6b8,NA,NA,"Very light, Significant friction (very stiff) on down stroke, Significant friction (very stiff) on up stroke",86.121,2,Absent,"Turbidity (by Turbidity Tube), pH, Electrical conductivity (EC), Temperature, Turbidity (by electronic turbidimeter), Settleable solids (by Imhoff cone), Microbiological or fecal indicator test",945,μS / cm,NA,6.8,30.4,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/30/2019,0,2.87,safe,https://api.mwater.co/v3/images/287c4ff4b5814dafa913db617b77e6ed
5/1/2019,Zomba,Ngwerero  Village,500,https://api.mwater.co/v3/images/640abd84f2f5462ca4e238554a0b7d60; https://api.mwater.co/v3/images/bc9580b36bb445c0a50cdc24089b34b5,-15.6640382,35.407562,27,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc",NA,"Platform cracked or damaged , Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/2f16ac3619a14b8a9be1a350d5eb16a5,NA,NA,"Very light, Significant friction (very stiff) on down stroke, Significant friction (very stiff) at all times, Significant sideways movement on handle (loose/wobbly)",66.5,2,Absent,"Turbidity (by Turbidity Tube), pH, Electrical conductivity (EC), Temperature, Turbidity (by electronic turbidimeter), Settleable solids (by Imhoff cone), Microbiological or fecal indicator test",112.2,μS / cm,NA,7.2,24.4,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/30/2019,0,2.87,safe,https://api.mwater.co/v3/images/46748abdad964441a8554f8bb36ed8c9
5/1/2019,Zomba,Lomoni camp,960,https://api.mwater.co/v3/images/aa9d3355f39c4fc6831dcce88359fca3; https://api.mwater.co/v3/images/2d2b813121234b51bec374944527839a,-15.46426667,35.422598,30,No,No,Partially functional but in need of repair,Yes ,No problems ,NA,NA,NA,NA,NA,Very light,50.691,2,Absent,"Electrical conductivity (EC), pH, Temperature, Turbidity (by Turbidity Tube)",90.3,μS / cm,NA,6.8,28.1,5,JTU,NA,The bolehole was in good shape the school takes good care of it,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/30/2019,0,2.87,safe,https://api.mwater.co/v3/images/d3711c2f44374e479ff658d532aa8dbf
5/1/2019,Zomba,Pilimiti admac,657,https://api.mwater.co/v3/images/2f5032495f674690869d2dd518c53fe4; https://api.mwater.co/v3/images/f23ecd1187ba488e9ca2a2d73b04f800,-15.47940288,35.439276,18,No,No,Partially functional but in need of repair,Yes ,No problems ,NA,NA,NA,NA,NA,Significant friction (very stiff) on down stroke,63.237,2,Absent,"Electrical conductivity (EC), pH, Turbidity (by Turbidity Tube), Temperature, Microbiological or fecal indicator test",2503,μS / cm,NA,6.8,25.6,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/30/2019,0,2.87,safe,https://api.mwater.co/v3/images/903b601a03874d6d9e1714118a4eb196
5/1/2019,Zomba,Chalet a camp,472,https://api.mwater.co/v3/images/db8a88fe46c947918185ad6d2ba48e8d; https://api.mwater.co/v3/images/dd7a16c9468c4653be24ab485132c3a3,-15.48855907,35.443725,NA,No,Yes,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc",NA,Platform cracked or damaged ,https://api.mwater.co/v3/images/9b34a47fee794e38a5dfefbe0dfc3fa4,NA,NA,Significant friction (very stiff) on down stroke,71.027,3,Absent,"Electrical conductivity (EC), pH, Temperature, Turbidity (by Turbidity Tube)",577,μS / cm,NA,6.8,30,5,JTU,NA,The bolehole was particularly working we managed to bring it back to normal ,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/30/2019,0,2.87,safe,https://api.mwater.co/v3/images/c1857daaaa68462c94b67c775d234047
5/1/2019,Zomba,Magomero Camp,500,https://api.mwater.co/v3/images/b2b0238ad1224aa4ae06155bf11abb53,-15.4784002,35.480507,52,No,No,Partially functional but in need of repair,Yes ,Takes many trokes for water to come out,NA,NA,NA,NA,NA,NA,92.21,7,Absent,"Electrical conductivity (EC), Temperature, pH, Turbidity (by Turbidity Tube)",478,μS / cm,NA,6.8,28.2,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/30/2019,0,2.87,safe,https://api.mwater.co/v3/images/9b00d00be5a54e0a884838b2b40800c2
5/1/2019,Zomba,Chirunga,280,https://api.mwater.co/v3/images/498d185ffa2146b4a78e359f135a51af,-15.4276858,35.473625,29,NA,NA,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc",NA,Fence/barrier is missing or damaged,https://api.mwater.co/v3/images/1ea571d9d2c04daf813b9c8211268ff3,NA,NA,Significant sideways movement on handle (loose/wobbly),49.303,1,Absent,"Electrical conductivity (EC), Temperature, pH, Turbidity (by Turbidity Tube)",111.4,μS / cm,NA,6.8,26.5,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/30/2019,0,2.87,safe,https://api.mwater.co/v3/images/290065ede364493ca06da64605d1c2c1
5/1/2019,Zomba,Awlaki Water point,1212,https://api.mwater.co/v3/images/774ec47db94c40b5a71259d9aad0bcdf; https://api.mwater.co/v3/images/53f8689f4e4c4e079d99c3a350d33f8f,-15.53669924,35.389997,34,No,No,Functional,Yes ,Soil erosion or collapse around the water point,NA,NA,NA,NA,NA,"Normal/satisfactory , Very light, Significant sideways movement on handle (loose/wobbly)",41.72,3,Absent,"Electrical conductivity (EC), Total dissolved solids (TDS), pH, Temperature, Turbidity (by Turbidity Tube), Turbidity (by electronic turbidimeter)",580,μS / cm,0.36,7,29.2,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/30/2019,100,9435.1,unsafe,https://api.mwater.co/v3/images/3489cd00586d4dcb9a7682cf76775fe9
5/1/2019,Zomba,Namwela water point,440,https://api.mwater.co/v3/images/cb223d0caaef459c89ba89e4d65d15fa; https://api.mwater.co/v3/images/c8313ab360224723a844295b04577ef4,-15.55748727,35.441972,21,No,No,Partially functional but in need of repair,Yes ,Soil erosion or collapse around the water point,NA,NA,NA,NA,NA,Significant friction (very stiff) on down stroke,55.191,3,Absent,"Electrical conductivity (EC), Total dissolved solids (TDS), pH, Temperature, Turbidity (by Turbidity Tube), Turbidity (by electronic turbidimeter)",1021,μS / cm,0.5,7.1,29.1,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/30/2019,0,2.87,safe,NA
5/1/2019,Zomba,Nanthupi school,2312,https://api.mwater.co/v3/images/1f1cdaa8811c46f7940b636ce8b01dcf; https://api.mwater.co/v3/images/6bf730770a2b4dcc9f8d5d8148927dc0,-15.5586902,35.374909,24,No,No,Partially functional but in need of repair,Yes ,Soil erosion or collapse around the water point,NA,NA,NA,NA,NA,Significant friction (very stiff) on down stroke,57.731,9,Absent,"Electrical conductivity (EC), Total dissolved solids (TDS), pH, Temperature, Turbidity (by Turbidity Tube), Turbidity (by electronic turbidimeter)",745,μS / cm,0.38,7,31.2,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/30/2019,100,9435.1,unsafe,https://api.mwater.co/v3/images/99ca6c95f8b744d599f014913d69a446
5/1/2019,Zomba,Segula,234,https://api.mwater.co/v3/images/d250b2ffe3b44e4694a1c8ee6c32cc25; https://api.mwater.co/v3/images/aba5ce7ef6ab4ab9b3f002f2456aec9e; https://api.mwater.co/v3/images/7407abb0a8c94043b5722b96dbaf73ce,-15.401565,35.523162,34,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc",NA,NA,https://api.mwater.co/v3/images/71412f2730b94dd7b71483f0d8f60f29,NA,NA,"Very light, Significant sideways movement on handle (loose/wobbly)",45.701,1,Absent,"Electrical conductivity (EC), Total dissolved solids (TDS), pH, Temperature",474,mS / cm,NA,7,28.9,NA,NA,NA,"The tastes good and does not taste salty, according to the community members. ",E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/30/2019,0,2.87,safe,https://api.mwater.co/v3/images/9555e9e0d3264b03ab8336ad3f76c9bd
5/1/2019,Zomba,Mponda village,1825,https://api.mwater.co/v3/images/7d53799c95e84ebca66b27e4b9573dd1; https://api.mwater.co/v3/images/525df1d7789c4ef782efdb82f756e63e,-15.4286539,35.567692,16,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc",NA,"Platform cracked or damaged , Drainage channel cracked, broken, or in need of cleaning, Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/74ae99325ff242b8a52d28d7898d30db,NA,NA,"Significant sideways movement on handle (loose/wobbly), Very light",42.015,2,Absent,"Electrical conductivity (EC), pH, Temperature, Turbidity (by Turbidity Tube)",308,mS / cm,NA,6.8,28.3,5,JTU,NA,Community says the water produces metallic smell. ,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/30/2019,0,2.87,safe,https://api.mwater.co/v3/images/bd6ea810645d46b3ab593b34053bf5d7
5/1/2019,Zomba,Ramusi  1,475,https://api.mwater.co/v3/images/492975e965154dcaa9ff70fd877f4ad6; https://api.mwater.co/v3/images/c6ca817ad57c4563bcf115996352a01e; https://api.mwater.co/v3/images/67669a0ff0654043a9f392e1898cff26,-15.429739,35.538729,45,No,No,Partially functional but in need of repair,Yes ,Soil erosion or collapse around the water point,NA,NA,NA,NA,NA,"Significant sideways movement on handle (loose/wobbly), Very light, Normal/satisfactory ",52.543,1,Absent,"Electrical conductivity (EC), Total dissolved solids (TDS), pH, Temperature",855,mS / cm,NA,6.8,31.2,NA,NA,NA,Community says the water is somehow salty. ,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/30/2019,0,2.87,safe,https://api.mwater.co/v3/images/0d93e344321e42ec86e3a3c5db71255c
5/2/2019,Zomba,Pemba camp,4000,https://api.mwater.co/v3/images/a3c5616d587146778a2a67195d3feb11; https://api.mwater.co/v3/images/b439f573a5d64b0ab194f4475f030e68,-15.46478192,35.471005,28,No,Yes,Partially functional but in need of repair,Yes ,Soil erosion or collapse around the water point,NA,NA,NA,NA,NA,Very light,69.519,3,NA,"pH, Microbiological or fecal indicator test, Electrical conductivity (EC), Turbidity (by Turbidity Tube), Temperature, Turbidity (by electronic turbidimeter)",1090,μS / cm,NA,7.08,27,5,JTU,0.53,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/29/2019,0,2.87,safe,https://api.mwater.co/v3/images/33f66fc656364e95979a7400f65c9468
5/2/2019,Zomba,Chanda RC Church,550,https://api.mwater.co/v3/images/5d9a6643ad69494ba1e0804a84d53e98; https://api.mwater.co/v3/images/4b7385383b3249a6a1b59f647e38ac20,-15.55697797,35.43867,39,No,Yes,Functional,Yes ,No problems ,NA,NA,NA,NA,NA,Normal/satisfactory ,39.883,2,Absent,"Electrical conductivity (EC), Total dissolved solids (TDS), pH, Temperature, Turbidity (by Turbidity Tube)",787,μS / cm,0.38,6.8,29.1,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/30/2019,0,2.87,safe,https://api.mwater.co/v3/images/55dfc701f1e8419e8284ab90604a44a3
5/2/2019,Zomba,Lutherne camp,550,https://api.mwater.co/v3/images/51cc1bfed5ab42b7be9f06b5654524cf; https://api.mwater.co/v3/images/317b161129f840ba8bd08f1c97690fcb,-15.54534369,35.457255,27,No,No,Not functional,NA,"Soil erosion or collapse around the water point, Damage or problem with pump",NA,NA,NA,Other,NA,"Could not observe, Handle cannot be moved",NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquagenx Compartment Bag Test (CBT),NA,5/2/2019,NA,NA,NA,NA
5/2/2019,Zomba,Chanda primary school,1120,https://api.mwater.co/v3/images/f5b1a06f246e4a84b0d014e211796583; https://api.mwater.co/v3/images/59513699d9af48cbb6027fb640a833c6,-15.55640245,35.451499,36,No,No,Partially functional but in need of repair,Yes ,"Damage or problem with pump, Soil erosion or collapse around the water point",NA,NA,NA,Pump loose at the point of attachment,https://api.mwater.co/v3/images/2b6bff0bebad42a58d8158351362db9a,"Significant friction (very stiff) on down stroke, Significant friction (very stiff) on up stroke",63.651,2,Absent,"Electrical conductivity (EC), Total dissolved solids (TDS), pH, Temperature, Turbidity (by Turbidity Tube), Turbidity (by electronic turbidimeter)",807,μS / cm,0.39,7.2,29.1,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/1/2019,100,9435.1,unsafe,https://api.mwater.co/v3/images/3570141207784594a76ccdf0f44c9c55
5/2/2019,Zomba,Chanda clinic  campà,1250,https://api.mwater.co/v3/images/1dc4a9819d474b6cb80a26f79810473f; https://api.mwater.co/v3/images/9f8005169d0b4b44944bb9292c567755,-15.55747742,35.450909,30,No,No,Partially functional but in need of repair,Yes ,Soil erosion or collapse around the water point,NA,NA,NA,NA,NA,Significant friction (very stiff) on down stroke,45.6,3,Absent,"Electrical conductivity (EC), Total dissolved solids (TDS), pH, Temperature, Turbidity (by Turbidity Tube), Turbidity (by electronic turbidimeter)",873,μS / cm,0.43,7.2,29.1,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/1/2019,0,2.87,safe,https://api.mwater.co/v3/images/e25bf92d2ede4689810f6c1d5fabf271
5/2/2019,Zomba,Mandaawala,1250,https://api.mwater.co/v3/images/397933dd513a4ae2a0944de8c4647d4c; https://api.mwater.co/v3/images/1f395f8a8cf54071a6fe5621ecebae93,-15.55069639,35.430477,40,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point",NA,Platform cracked or damaged ,https://api.mwater.co/v3/images/56925805de314defb85589012f76632f,NA,NA,"Significant friction (very stiff) on down stroke, Significant friction (very stiff) on up stroke",46.63,3,Absent,"Electrical conductivity (EC), Total dissolved solids (TDS), pH, Temperature, Turbidity (by Turbidity Tube), Turbidity (by electronic turbidimeter)",885,μS / cm,0.44,7,29.1,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/1/2019,100,9435.1,unsafe,https://api.mwater.co/v3/images/8f7399e3b168474abb7a03fdba545d64
5/2/2019,Zomba,Chikoma Camp,3500,https://api.mwater.co/v3/images/2aa6884fbb0d4ac5ac6a15a0b9e0e384; https://api.mwater.co/v3/images/dd3d632bbdf44cb6924e95addd67fb08,-15.66484177,35.40677,46,No,Yes,Partially functional but in need of repair,Yes ,Soil erosion or collapse around the water point,NA,NA,NA,NA,NA,Very light,73.071,2,Absent,"pH, Microbiological or fecal indicator test, Electrical conductivity (EC), Turbidity (by Turbidity Tube), Temperature, Turbidity (by electronic turbidimeter)",4154,μS / cm,NA,6.98,24.8,5,JTU,2.17,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/30/2019,1.5,7.81,probably_safe,https://api.mwater.co/v3/images/4e472553749241178f0d03b3982ff22a
5/2/2019,Zomba,Lita,581,https://api.mwater.co/v3/images/575382e1f4a74d53b4e5b349aee0eae8; https://api.mwater.co/v3/images/0226d4d8234a4b87a2c2d786e302a1ff,-15.4739333,35.463463,25,Yes,NA,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc",NA,"Platform cracked or damaged , Pedestal cracked or damaged, Faulty drainage , Drainage channel cracked, broken, or in need of cleaning, Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/62458c86d1c14cdd818b39bf2f375db7,NA,NA,"Significant friction (very stiff) at all times, Significant sideways movement on handle (loose/wobbly)",123.515,11,Absent,"Electrical conductivity (EC), Temperature, pH, Turbidity (by Turbidity Tube)",230,μS / cm,NA,6.9,29.7,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/1/2019,0,2.87,safe,https://api.mwater.co/v3/images/7ee9f59cd69a4d6494e23bb422320f46
5/2/2019,Zomba,Chidothi Camp,761,https://api.mwater.co/v3/images/c6c4fab9c8994ba0b76762af35f01986; https://api.mwater.co/v3/images/c38f516129984593bd631bfef4e9d898,-15.4188091,35.582979,30,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc",NA,"Drainage channel cracked, broken, or in need of cleaning, Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/7156a1742ddd45d68e5e90acbed7e172,NA,NA,"Very light, Significant sideways movement on handle (loose/wobbly)",59.878,1,Absent,"Electrical conductivity (EC), Temperature, pH, Turbidity (by Turbidity Tube)",342,μS / cm,NA,6.8,31,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/1/2019,0,2.87,safe,https://api.mwater.co/v3/images/0f893cb7c31049819aaf4f6e76be1ccb
5/2/2019,Zomba,Zaone school xamp,958,https://api.mwater.co/v3/images/7e913b9ac459452c87856dea9751a8cc; https://api.mwater.co/v3/images/9df4f2f87f18485db6144b267c39aadb,-15.5084845,35.456578,21,No,No,Partially functional but in need of repair,No ,Damage or problem with pump,NA,NA,NA,Pump loose at the point of attachment,https://api.mwater.co/v3/images/e7e5922d983443caacc356c8c8e4de50,"Significant sideways movement on handle (loose/wobbly), Significant friction (very stiff) on down stroke",NA,NA,Present,"Electrical conductivity (EC), Temperature, Turbidity (by Turbidity Tube), pH",1537,μS / cm,NA,6.8,25.6,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of consumption,5/1/2019,0,2.87,safe,https://api.mwater.co/v3/images/6c6985ae40564cd892f420ba7fa8fff2
5/2/2019,Zomba,Namatapa school camp,563,https://api.mwater.co/v3/images/3e3fe994f02b40d5990dd2403025ebe9; https://api.mwater.co/v3/images/19e71f7b43b84ee6a9c96cc4adc9cf9d,-15.5133765,35.435142,30,No,No,Partially functional but in need of repair,Yes ,Damage or problem with pump,NA,NA,NA,"Pump loose at the point of attachment, Damage to pump head or handle",https://api.mwater.co/v3/images/8c4f1ef39401474e8d5ccfa161113f32,Significant sideways movement on handle (loose/wobbly),107.75,1,Present,"Electrical conductivity (EC), Temperature, pH, Turbidity (by Turbidity Tube)",1526,μS / cm,NA,7.2,27.9,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/1/2019,0,2.87,safe,https://api.mwater.co/v3/images/e9e4e888f09a425f8585936398db2b86
5/2/2019,Zomba,Tilie secondary school camp,981,https://api.mwater.co/v3/images/3f85409bc80b4fe38645b5830d3173ed; https://api.mwater.co/v3/images/bdb77346472a40a98241cf1f0cc185ae,-15.5204725,35.423775,24,No,No,Partially functional but in need of repair,Yes ,Damage or problem with pump,NA,NA,NA,Pump loose at the point of attachment,https://api.mwater.co/v3/images/5d6728b4f4f14e37917a9459679087a3,Significant sideways movement on handle (loose/wobbly),72.63,1,Present,"Electrical conductivity (EC), Temperature, Turbidity (by Turbidity Tube), pH",814,μS / cm,NA,7,27.5,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/1/2019,0,2.87,safe,https://api.mwater.co/v3/images/f1dd5b7c601b4fa6af89ed01c72b8b1b
5/2/2019,Zomba,Tillie camp,1096,https://api.mwater.co/v3/images/d3156606cc344fcfa5368880e83c7130,-15.5240021,35.424028,27,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc",NA,"Platform cracked or damaged , Drainage channel cracked, broken, or in need of cleaning, Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/ab2600b33401479fa9bb371fb41570b8,NA,NA,Significant friction (very stiff) at all times,83.965,1,Present,"Electrical conductivity (EC), Temperature, Turbidity (by Turbidity Tube), pH",753,μS / cm,NA,7.2,28.1,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/1/2019,0,2.87,safe,https://api.mwater.co/v3/images/56790147c3564175bd46fd15a73c6638
5/2/2019,Zomba,Masongola roman catholic camp,901,https://api.mwater.co/v3/images/6041f53f2e3b458fbbb4b792f20f2e03,-15.5152629,35.41896,16,No,No,Partially functional but in need of repair,Yes ,NA,NA,NA,NA,NA,NA,"Very light, Significant sideways movement on handle (loose/wobbly)",76.301,4,Present,"Electrical conductivity (EC), Temperature, pH, Turbidity (by Turbidity Tube)",28.3,μS / cm,NA,6.8,28.8,27,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/1/2019,0,2.87,safe,https://api.mwater.co/v3/images/4a59bec3e4c84aecb43939d5c664f909
5/2/2019,Zomba,Khalabwazi Camp,1000,https://api.mwater.co/v3/images/392a5156773d4a41962bb4e9d6320711,-15.64958878,35.433822,22,No,No,Functional,Yes ,Water quality,Salinity / saltiness,NA,NA,NA,NA,Significant friction (very stiff) on down stroke,64.371,2,Absent,"pH, Microbiological or fecal indicator test, Electrical conductivity (EC), Turbidity (by Turbidity Tube), Temperature, Turbidity (by electronic turbidimeter)",6239,μS / cm,NA,7.05,29.3,5,JTU,3.43,"The water point has insufficient rods such that it stop producing water especially during summer when water table has gone down. This is according to Local community report
",E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/1/2019,4.7,22.75,possibly_safe,https://api.mwater.co/v3/images/08aa741e44f645e7a15357afc5bc1ed8
5/2/2019,Zomba,Khalabwazi camp,750,https://api.mwater.co/v3/images/7850a288a0504ce9909850e62c9d842e,-15.64459703,35.434802,45,No,Yes,Partially functional but in need of repair,Yes ,Soil erosion or collapse around the water point,NA,NA,NA,NA,NA,Very light,61.981,2,Absent,"pH, Microbiological or fecal indicator test, Electrical conductivity (EC), Turbidity (by Turbidity Tube), Temperature, Turbidity (by electronic turbidimeter)",6698,μS / cm,NA,7.03,28.1,5,JTU,3.79,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/1/2019,0,2.87,safe,https://api.mwater.co/v3/images/11edd498d75b4872be5cff41fdba1906
5/2/2019,Zomba,Beveli camp,500,https://api.mwater.co/v3/images/af3e2fb22d864f97b50a5e17140e1610,-15.63720651,35.401922,NA,NA,NA,Functional,Yes ,Soil erosion or collapse around the water point,NA,NA,NA,NA,NA,Very light,69.648,1,Absent,"pH, Microbiological or fecal indicator test, Electrical conductivity (EC), Turbidity (by Turbidity Tube), Temperature, Turbidity (by electronic turbidimeter)",2266,μS / cm,NA,6.8,28.2,5,JTU,1.17,The borehole has rehabilitated in previous week from the day of visit. It had some brokerages due to some waste materials like plastic papers which were deposited onto the head.,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/1/2019,0,2.87,safe,https://api.mwater.co/v3/images/c0de5d1950144c8189fed160ab760952
5/2/2019,Zomba,Chimbeta camp,730,https://api.mwater.co/v3/images/a5abc7e5b2124e4ea2700f4ab1bb58e0; https://api.mwater.co/v3/images/eb6b430f5cc14f428378ce55793e71d4,-15.64201514,35.403866,NA,No,Yes,Partially functional but in need of repair,Yes ,Soil erosion or collapse around the water point,NA,NA,NA,NA,NA,Normal/satisfactory ,59.049,1,Absent,"pH, Microbiological or fecal indicator test, Electrical conductivity (EC), Turbidity (by Turbidity Tube), Temperature, Turbidity (by electronic turbidimeter)",1578,μS / cm,NA,6.85,30.2,5,JTU,0.8,"Discharge rate of the borehole get reduced during summer season.
",E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/1/2019,0,2.87,safe,https://api.mwater.co/v3/images/913112d200e4460185caa9dc3bfc0b93
5/2/2019,Zomba,Khalabwazi borehole,200,https://api.mwater.co/v3/images/70575483ed3f4ddb8e6fa7b9d4870782; https://api.mwater.co/v3/images/b6a5a6816eb1449abb92892aa5026504,-15.63931437,35.435733,63,No,No,Functional,Yes ,Water quality,Salinity / saltiness,NA,NA,NA,NA,Significant friction (very stiff) on down stroke,58.78,2,Absent,"pH, Microbiological or fecal indicator test, Electrical conductivity (EC), Turbidity (by Turbidity Tube), Temperature, Turbidity (by electronic turbidimeter)",10.67,mS / cm,NA,6.87,28,5,JTU,6.11,The water is too salty ,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/1/2019,0,2.87,safe,https://api.mwater.co/v3/images/1cf9bddef32e4c3a9abf2e28bc07fd7f
5/2/2019,Zomba,Chimbeta camp,1500,https://api.mwater.co/v3/images/7e5a21b316a84dcea82333fd04bc50e9; https://api.mwater.co/v3/images/9d2a753b20bd424ba4fe53748ae605af; https://api.mwater.co/v3/images/f17db456e00d4dda9bba52e25fb2278e,-15.64766675,35.402365,30,No,Yes,Functional,Yes ,Soil erosion or collapse around the water point,NA,NA,NA,NA,NA,Normal/satisfactory ,76.594,3,NA,"pH, Microbiological or fecal indicator test, Electrical conductivity (EC), Turbidity (by Turbidity Tube), Temperature, Turbidity (by electronic turbidimeter)",2208,μS / cm,NA,7.01,28.5,5,JTU,1.34,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/1/2019,0,2.87,safe,https://api.mwater.co/v3/images/7d7ceed8f16149c3a707eafff9b67904
5/3/2019,Zomba,Chimwemwe CBCC camp,1050,https://api.mwater.co/v3/images/1d9cedaedf1b4532945535f8982b8df1; https://api.mwater.co/v3/images/21b11e8cba37407ebfb6bc9259ad2857; https://api.mwater.co/v3/images/6bb09a9acc5e40a0b4a8700a28951ee3,-15.4191696,35.577686,30,No,No,Partially functional but in need of repair,Yes ,"No problems , Head case bolt is missing ",NA,NA,NA,NA,NA,Very light,55.411,1,Present,"Electrical conductivity (EC), Turbidity (by Turbidity Tube), Temperature, pH",455,μS / cm,NA,6.6,32.4,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/1/2019,0,2.87,safe,https://api.mwater.co/v3/images/dc3ec1de0bf64518b865dc24c9654d81
5/3/2019,Zomba,Namachete camp in Chipendo ,1250,https://api.mwater.co/v3/images/586c5874a30e49b88af401ab40dec4a6,-15.4637585,35.535661,NA,No,No,Partially functional but in need of repair,Yes ,No problems ,NA,NA,NA,NA,NA,"Significant friction (very stiff) on down stroke, Significant friction (very stiff) on up stroke",84.721,5,Present,"Electrical conductivity (EC), Turbidity (by Turbidity Tube), Temperature, pH",730,μS / cm,NA,6.8,28.8,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/1/2019,0,2.87,safe,https://api.mwater.co/v3/images/7c8fe7c0a45243aab54e8b47fe91a5f2
